-0.01,-0.98,0.14,-1.08,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.10,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.10,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.45
-0.01,-0.98,0.14,-0.96,0.01,44.04,31.45
-0.01,-0.98,0.14,-0.89,0.01,44.04,31.45
-0.01,-0.98,0.14,-0.89,0.01,44.10,31.45
-0.01,-0.98,0.14,-0.89,0.01,44.10,31.45
-0.01,-0.98,0.14,-0.89,0.01,44.10,31.45
-0.01,-0.98,0.14,-0.96,-0.05,44.04,31.45
-0.01,-0.98,0.14,-0.96,-0.05,43.98,31.45
-0.01,-0.98,0.14,-1.02,-0.05,43.98,31.45
-0.01,-0.98,0.14,-1.02,-0.05,44.04,31.45
-0.01,-0.98,0.14,-1.08,-0.05,44.04,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.17,31.45
-0.01,-0.98,0.14,-1.02,0.01,44.17,31.45
-0.01,-0.98,0.14,-0.96,0.01,44.17,31.45
-0.01,-0.98,0.14,-1.02,-0.05,44.17,31.44
-0.01,-0.98,0.14,-1.02,-0.05,44.10,31.44
-0.01,-0.98,0.14,-1.02,-0.05,44.04,31.44
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.44
-0.01,-0.98,0.14,-1.02,0.01,44.04,31.44
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.44
-0.01,-0.98,0.14,-1.08,0.01,44.10,31.44
-0.01,-0.98,0.14,-1.08,0.01,44.10,31.44
-0.01,-0.98,0.14,-1.08,-0.05,44.17,31.44
-0.01,-0.98,0.14,-1.02,-0.05,44.17,31.44
-0.01,-0.98,0.14,-0.96,-0.05,44.10,31.44
-0.01,-0.98,0.14,-0.89,-0.05,44.04,31.44
-0.01,-0.98,0.14,-0.83,0.01,44.04,31.44
-0.01,-0.98,0.14,-0.83,0.07,44.04,31.44
-0.01,-0.98,0.14,-0.83,0.07,44.10,31.44
-0.01,-0.98,0.14,-0.89,0.07,44.10,31.44
-0.01,-0.98,0.14,-0.96,0.01,44.17,31.44
-0.01,-0.98,0.14,-0.96,0.01,44.17,31.44
-0.01,-0.98,0.14,-1.02,-0.05,44.17,31.44
-0.01,-0.98,0.14,-0.96,-0.12,44.10,31.44
-0.01,-0.98,0.14,-0.89,-0.12,44.04,31.44
-0.01,-0.98,0.14,-0.89,-0.12,44.04,31.44
-0.01,-0.98,0.14,-0.89,-0.12,44.04,31.44
-0.01,-0.98,0.14,-0.96,-0.05,44.10,31.44
-0.01,-0.98,0.14,-1.02,0.01,44.17,31.44
-0.01,-0.98,0.14,-1.02,0.07,44.17,31.44
-0.01,-0.98,0.14,-1.02,0.07,44.17,31.44
-0.01,-0.98,0.14,-0.96,0.07,44.10,31.44
-0.01,-0.98,0.14,-0.96,0.01,44.10,31.44
-0.01,-0.98,0.14,-0.96,0.01,44.04,31.43
-0.01,-0.98,0.14,-0.96,-0.05,44.04,31.43
-0.01,-0.98,0.14,-0.96,-0.05,44.04,31.43
-0.01,-0.98,0.14,-1.02,-0.05,44.04,31.43
-0.01,-0.98,0.14,-1.02,-0.05,44.04,31.43
-0.01,-0.98,0.14,-1.08,0.01,44.04,31.43
-0.01,-0.98,0.14,-1.08,0.07,44.04,31.43
-0.01,-0.98,0.14,-1.08,0.13,43.98,31.43
-0.01,-0.98,0.14,-1.08,0.13,43.98,31.43
-0.01,-0.98,0.14,-1.08,0.07,44.04,31.43
-0.01,-0.98,0.14,-1.02,0.07,44.04,31.43
-0.01,-0.98,0.14,-0.96,0.01,44.04,31.43
-0.01,-0.98,0.14,-0.96,-0.05,44.10,31.43
-0.01,-0.98,0.14,-0.96,-0.12,44.10,31.43
-0.01,-0.98,0.14,-0.89,-0.05,44.10,31.43
-0.01,-0.98,0.14,-0.96,-0.05,44.10,31.43
-0.01,-0.98,0.14,-0.96,0.01,44.10,31.43
-0.01,-0.98,0.14,-0.96,0.07,44.17,31.43
-0.01,-0.98,0.14,-0.96,0.07,44.10,31.43
